0	1
19.8882	9
39.7764	19
59.6646	19
79.5528	19
99.441	19
119.329	19
139.217	19
159.106	19
178.994	19
198.882	19
218.77	19
238.658	19
258.546	19
278.435	19
298.323	19
318.211	19
338.099	19
357.987	19
377.876	19
397.764	19
417.652	19
437.54	19
457.428	19
477.317	19
497.205	19
517.093	19
536.981	19
556.869	19
576.758	19
596.646	19
616.534	19
636.422	19
656.31	19
676.198	19
696.087	19
715.975	19
735.863	19
755.751	19
775.639	19
795.528	19
815.416	19
835.304	19
855.192	18
875.08	19
894.969	18
914.857	18
934.745	18
954.633	19
974.521	18
994.41	19
1014.3	19
1034.19	18
1054.07	19
1073.96	18
1093.85	19
1113.74	18
1133.63	18
1153.52	19
1173.4	19
1193.29	19
1213.18	18
1233.07	18
1252.96	19
1272.84	18
1292.73	18
1312.62	18
1332.51	19
1352.4	19
1372.29	18
1392.17	19
1412.06	18
1431.95	19
1451.84	18
1471.73	18
1491.61	18
1511.5	18
1531.39	19
1551.28	18
1571.17	18
1591.06	19
1610.94	19
1630.83	18
1650.72	18
1670.61	18
1690.5	17
1710.38	16
1730.27	15
1750.16	14
1770.05	14
1789.94	14
1809.83	14
1829.71	13
1849.6	14
1869.49	13
1889.38	12
1909.27	11
1929.15	10
1949.04	9
1968.93	9
1988.82	9
2008.71	9
2028.6	8
2048.48	9
2068.37	9
2088.26	9
2108.15	9
2128.04	9
2147.92	9
2167.81	9
2187.7	8
2207.59	8
2227.48	8
2247.37	7
2267.25	6
2287.14	5
2307.03	5
2326.92	5
2346.81	5
2366.69	4
2386.58	5
2406.47	4
2426.36	4
2446.25	5
2466.14	4
2486.02	4
2505.91	5
2525.8	5
2545.69	5
2565.58	5
2585.46	5
2605.35	5
2625.24	5
2645.13	5
2665.02	5
2684.91	4
2704.79	5
2724.68	4
2744.57	5
2764.46	5
2784.35	5
2804.23	4
2824.12	5
2844.01	4
2863.9	5
2883.79	4
2903.68	5
2923.56	5
2943.45	5
2963.34	5
2983.23	5
3003.12	5
3023	4
3042.89	4
3062.78	3
3082.67	3
3102.56	3
3122.45	2
3142.33	2
3162.22	1
3182.11	1
3202	
