0	1
26.9076	1
53.8151	2
80.7227	3
107.63	4
134.538	4
161.445	5
188.353	5
215.26	5
242.168	6
269.076	6
295.983	7
322.891	7
349.798	9
376.706	10
403.613	10
430.521	10
457.429	10
484.336	11
511.244	12
538.151	12
565.059	13
591.966	14
618.874	15
645.781	15
672.689	15
699.597	16
726.504	16
753.412	17
780.319	17
807.227	18
834.134	19
861.042	20
887.949	22
914.857	22
941.765	23
968.672	24
995.58	24
1022.49	24
1049.39	25
1076.3	25
1103.21	25
1130.12	26
1157.03	27
1183.93	28
1210.84	29
1237.75	29
1264.66	29
1291.56	29
1318.47	30
1345.38	30
1372.29	31
1399.19	32
1426.1	34
1453.01	34
1479.92	35
1506.82	36
1533.73	37
1560.64	37
1587.55	38
1614.45	38
1641.36	38
1668.27	38
1695.18	38
1722.08	38
1748.99	38
1775.9	38
1802.81	39
1829.71	39
1856.62	39
1883.53	40
1910.44	41
1937.34	42
1964.25	42
1991.16	42
2018.07	42
2044.97	43
2071.88	43
2098.79	44
2125.7	45
2152.6	45
2179.51	46
2206.42	47
2233.33	47
2260.24	47
2287.14	47
2314.05	47
2340.96	47
2367.87	47
2394.77	47
2421.68	47
2448.59	47
2475.5	48
2502.4	48
2529.31	49
2556.22	49
2583.13	49
2610.03	49
2636.94	50
2663.85	50
2690.76	51
2717.66	51
2744.57	52
2771.48	52
2798.39	52
2825.29	52
2852.2	52
2879.11	52
2906.02	52
2932.92	53
2959.83	53
2986.74	54
3013.65	54
3040.55	54
3067.46	55
3094.37	55
3121.28	56
3148.18	56
3175.09	57
3202	
